,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__l2_regularization,param_classifier__learning_rate,param_classifier__max_bins,param_classifier__max_leaf_nodes,param_classifier__min_samples_leaf,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
99,1.6378262519836426,0.10434421277902585,0.07911467552185059,0.003121420228128417,0.15879452554838477,2.3848586334519695,89,240,1,"{'classifier__l2_regularization': 0.15879452554838477, 'classifier__learning_rate': 2.3848586334519695, 'classifier__max_bins': 89, 'classifier__max_leaf_nodes': 240, 'classifier__min_samples_leaf': 1}",0.7844957008325372,0.7865137865137866,0.7618072618072618,0.7776412776412777,0.7583947583947583,0.7737705570379243,0.011592555383262216,113
100,0.7423999786376954,0.041366542717836394,0.07802162170410157,0.004744930323744568,0.0001635475109654884,0.6816470913872755,32,46,63,"{'classifier__l2_regularization': 0.0001635475109654884, 'classifier__learning_rate': 0.6816470913872755, 'classifier__max_bins': 32, 'classifier__max_leaf_nodes': 46, 'classifier__min_samples_leaf': 63}",0.8490514535280469,0.8523068523068523,0.8532623532623532,0.8472563472563472,0.8524433524433525,0.8508640717593904,0.0023077590124092533,36
101,3.5935476779937745,0.13086844430272987,0.14419975280761718,0.008773757957256269,0.0026428254603677015,0.0010483091997991968,12,58,3,"{'classifier__l2_regularization': 0.0026428254603677015, 'classifier__learning_rate': 0.0010483091997991968, 'classifier__max_bins': 12, 'classifier__max_leaf_nodes': 58, 'classifier__min_samples_leaf': 3}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,119
102,7.890651845932007,0.33639507424165827,0.1639986515045166,0.011677880289661656,4.280518224647286,0.001470686030158988,52,174,32,"{'classifier__l2_regularization': 4.280518224647286, 'classifier__learning_rate': 0.001470686030158988, 'classifier__max_bins': 52, 'classifier__max_leaf_nodes': 174, 'classifier__min_samples_leaf': 32}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,119
103,1.002650260925293,0.08195520469645655,0.12791590690612792,0.012914364283181295,0.02952313341003387,0.007756823360964895,4,4,13,"{'classifier__l2_regularization': 0.02952313341003387, 'classifier__learning_rate': 0.007756823360964895, 'classifier__max_bins': 4, 'classifier__max_leaf_nodes': 4, 'classifier__min_samples_leaf': 13}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,119
104,0.7089996337890625,0.04192498644739022,0.07301855087280273,0.006304019997262634,5.331041387436612e-05,1.2681863340786481,9,85,1,"{'classifier__l2_regularization': 5.331041387436612e-05, 'classifier__learning_rate': 1.2681863340786481, 'classifier__max_bins': 9, 'classifier__max_leaf_nodes': 85, 'classifier__min_samples_leaf': 1}",0.8276238569673809,0.8061698061698062,0.8260988260988261,0.8176358176358176,0.8196833196833196,0.8194423253110301,0.007625323279757165,64
105,4.417422246932984,0.37048469418968377,0.17743778228759766,0.023897011259640128,2.2712119681786627,0.10176949975718833,197,106,81,"{'classifier__l2_regularization': 2.2712119681786627, 'classifier__learning_rate': 0.10176949975718833, 'classifier__max_bins': 197, 'classifier__max_leaf_nodes': 106, 'classifier__min_samples_leaf': 81}",0.8644738637914563,0.8667758667758668,0.8708708708708709,0.8632268632268633,0.8693693693693694,0.8669433668068853,0.002872270073294759,5
106,11.972730588912963,0.339423567353792,0.17551498413085936,0.01738885695614004,1.2564404397824525,0.010489840390942043,127,225,3,"{'classifier__l2_regularization': 1.2564404397824525, 'classifier__learning_rate': 0.010489840390942043, 'classifier__max_bins': 127, 'classifier__max_leaf_nodes': 225, 'classifier__min_samples_leaf': 3}",0.8550566398253037,0.8525798525798526,0.8565383565383565,0.8549003549003549,0.8577668577668578,0.8553684123221451,0.0017443425865651396,22
107,1.0078736782073974,0.058471371379756665,0.1218099594116211,0.01786788759525746,0.0003456913605908866,0.02401868898076536,2,4,25,"{'classifier__l2_regularization': 0.0003456913605908866, 'classifier__learning_rate': 0.02401868898076536, 'classifier__max_bins': 2, 'classifier__max_leaf_nodes': 4, 'classifier__min_samples_leaf': 25}",0.7950047768527364,0.7934752934752934,0.7895167895167895,0.788970788970789,0.7925197925197925,0.7918974882670802,0.0023136667661141377,97
108,2.0057518005371096,0.07282391223504375,0.15458998680114747,0.0097142175776068,0.004990255265456425,0.0013034391547448547,223,21,1,"{'classifier__l2_regularization': 0.004990255265456425, 'classifier__learning_rate': 0.0013034391547448547, 'classifier__max_bins': 223, 'classifier__max_leaf_nodes': 21, 'classifier__min_samples_leaf': 1}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,119
109,0.3378907680511475,0.03593907565000285,0.07215080261230469,0.008340251137153537,0.000126224146936704,3.334124332878725,130,2,70,"{'classifier__l2_regularization': 0.000126224146936704, 'classifier__learning_rate': 3.334124332878725, 'classifier__max_bins': 130, 'classifier__max_leaf_nodes': 2, 'classifier__min_samples_leaf': 70}",0.6018834447932305,0.6123396123396123,0.6068796068796068,0.5910455910455911,0.5955500955500955,0.6015396701216272,0.007632464303459448,192
110,1.355637550354004,0.10126694196797645,0.14239988327026368,0.006857118215021886,0.0011370972690824266,0.09376451148452031,8,9,4,"{'classifier__l2_regularization': 0.0011370972690824266, 'classifier__learning_rate': 0.09376451148452031, 'classifier__max_bins': 8, 'classifier__max_leaf_nodes': 9, 'classifier__min_samples_leaf': 4}",0.8412720076429644,0.8498498498498499,0.8471198471198471,0.8435708435708436,0.8432978432978433,0.8450220782962697,0.0030610491885493924,46
111,0.5034599781036377,0.02626389965931199,0.0699049949645996,0.004177390730312049,0.007532733828693972,5.002530511050781,3,85,1,"{'classifier__l2_regularization': 0.007532733828693972, 'classifier__learning_rate': 5.002530511050781, 'classifier__max_bins': 3, 'classifier__max_leaf_nodes': 85, 'classifier__min_samples_leaf': 1}",0.648560120103726,0.7257712257712258,0.6827736827736828,0.6186186186186187,0.704067704067704,0.6759582702669914,0.03835730682888312,186
112,0.9894449234008789,0.10311137352050848,0.12321209907531738,0.012557586442792177,1.092083035076195e-05,0.006308821861581718,4,2,1,"{'classifier__l2_regularization': 1.092083035076195e-05, 'classifier__learning_rate': 0.006308821861581718, 'classifier__max_bins': 4, 'classifier__max_leaf_nodes': 2, 'classifier__min_samples_leaf': 1}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,119
113,1.12350172996521,0.08719043306175003,0.1348088264465332,0.011665609727758037,709.6363571804578,0.002142497208394326,196,4,1,"{'classifier__l2_regularization': 709.6363571804578, 'classifier__learning_rate': 0.002142497208394326, 'classifier__max_bins': 196, 'classifier__max_leaf_nodes': 4, 'classifier__min_samples_leaf': 1}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,119
114,0.3552649974822998,0.014864615566286571,0.07602419853210449,0.009057939820009157,0.001959139392329153,7.961619382845363,17,13,2,"{'classifier__l2_regularization': 0.001959139392329153, 'classifier__learning_rate': 7.961619382845363, 'classifier__max_bins': 17, 'classifier__max_leaf_nodes': 13, 'classifier__min_samples_leaf': 2}",0.4303261908011464,0.44976794976794976,0.44785694785694785,0.2852852852852853,0.29620529620529623,0.3818883339833251,0.07480569257644251,198
115,10.604046297073364,0.2237812182496921,0.2993354797363281,0.2498806054760356,0.1623619012246235,0.0011003579860776826,63,201,10,"{'classifier__l2_regularization': 0.1623619012246235, 'classifier__learning_rate': 0.0011003579860776826, 'classifier__max_bins': 63, 'classifier__max_leaf_nodes': 201, 'classifier__min_samples_leaf': 10}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,119
116,0.8059576034545899,0.020414516622533744,0.10725841522216797,0.00841903558725884,0.009301996315784539,0.03074091317871306,74,2,34,"{'classifier__l2_regularization': 0.009301996315784539, 'classifier__learning_rate': 0.03074091317871306, 'classifier__max_bins': 74, 'classifier__max_leaf_nodes': 2, 'classifier__min_samples_leaf': 34}",0.7996451480824348,0.7937482937482937,0.7917007917007917,0.7937482937482937,0.7933387933387933,0.7944362641237214,0.0027116906191766753,94
117,0.7785604476928711,0.030188421802205215,0.10279989242553711,0.003710307555086929,1.4291984602410632e-06,0.0043665240728285905,33,2,38,"{'classifier__l2_regularization': 1.4291984602410632e-06, 'classifier__learning_rate': 0.0043665240728285905, 'classifier__max_bins': 33, 'classifier__max_leaf_nodes': 2, 'classifier__min_samples_leaf': 38}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,119
118,2.0684749603271486,0.11030386102856773,0.15327162742614747,0.024025455525953542,200.7371099069719,0.009059973031345212,43,25,10,"{'classifier__l2_regularization': 200.7371099069719, 'classifier__learning_rate': 0.009059973031345212, 'classifier__max_bins': 43, 'classifier__max_leaf_nodes': 25, 'classifier__min_samples_leaf': 10}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,119
119,0.7913371086120605,0.0064156682767597005,0.10099825859069825,0.0034030695597447517,42.94932887541472,0.2832167822314165,75,2,55,"{'classifier__l2_regularization': 42.94932887541472, 'classifier__learning_rate': 0.2832167822314165, 'classifier__max_bins': 75, 'classifier__max_leaf_nodes': 2, 'classifier__min_samples_leaf': 55}",0.8460488603794186,0.8503958503958504,0.8532623532623532,0.8473928473928474,0.8480753480753481,0.8490350519011635,0.002539962843287994,42
120,0.8830164432525635,0.10206019357930587,0.08219747543334961,0.012540708308780084,1.793695091404648e-05,3.437626513323042,19,170,12,"{'classifier__l2_regularization': 1.793695091404648e-05, 'classifier__learning_rate': 3.437626513323042, 'classifier__max_bins': 19, 'classifier__max_leaf_nodes': 170, 'classifier__min_samples_leaf': 12}",0.4679950866657568,0.7428337428337428,0.7533442533442534,0.7417417417417418,0.6572481572481572,0.6726325963667305,0.10801096042107382,187
121,0.33701095581054685,0.006918042880509647,0.07780094146728515,0.006969635194162346,0.17937744241140702,3.2448402795034283,8,2,28,"{'classifier__l2_regularization': 0.17937744241140702, 'classifier__learning_rate': 3.2448402795034283, 'classifier__max_bins': 8, 'classifier__max_leaf_nodes': 2, 'classifier__min_samples_leaf': 28}",0.6018834447932305,0.6123396123396123,0.6068796068796068,0.5910455910455911,0.5955500955500955,0.6015396701216272,0.007632464303459448,192
122,0.9250792503356934,0.057862717587290786,0.11639971733093261,0.0056089312285007905,0.045903086900893196,0.020717835722577852,10,3,9,"{'classifier__l2_regularization': 0.045903086900893196, 'classifier__learning_rate': 0.020717835722577852, 'classifier__max_bins': 10, 'classifier__max_leaf_nodes': 3, 'classifier__min_samples_leaf': 9}",0.7902279241162823,0.7871962871962872,0.7836472836472836,0.7855582855582856,0.7856947856947857,0.7864649132425848,0.0021931377261747006,104
123,1.003533411026001,0.18037595705412246,0.11239981651306152,0.006342155459853896,0.00030932953809432334,0.25316951112822245,3,6,19,"{'classifier__l2_regularization': 0.00030932953809432334, 'classifier__learning_rate': 0.25316951112822245, 'classifier__max_bins': 3, 'classifier__max_leaf_nodes': 6, 'classifier__min_samples_leaf': 19}",0.8105636686229016,0.8104013104013104,0.8091728091728092,0.8073983073983074,0.8086268086268086,0.8092325808444274,0.0011724176012533265,72
124,1.5209850788116455,0.09003545778444924,0.13097634315490722,0.00944131284461607,0.0004500117065415349,0.13267701149417813,57,14,29,"{'classifier__l2_regularization': 0.0004500117065415349, 'classifier__learning_rate': 0.13267701149417813, 'classifier__max_bins': 57, 'classifier__max_leaf_nodes': 14, 'classifier__min_samples_leaf': 29}",0.855602565852327,0.8614523614523615,0.8583128583128583,0.8558558558558559,0.8595413595413596,0.8581530002029526,0.0022190298984103383,13
125,0.4567400455474854,0.007165248137004612,0.07731499671936035,0.008360782821215086,74.82677552983793,3.553752710735596,103,28,1,"{'classifier__l2_regularization': 74.82677552983793, 'classifier__learning_rate': 3.553752710735596, 'classifier__max_bins': 103, 'classifier__max_leaf_nodes': 28, 'classifier__min_samples_leaf': 1}",0.8126108912242391,0.7433797433797433,0.8005733005733006,0.7736827736827737,0.8033033033033034,0.7867100024326721,0.025241254912576994,103
126,1.8274242401123046,0.1180932735944644,0.15212583541870117,0.01702407577789916,475.76638800765386,0.0028377315787633454,58,142,90,"{'classifier__l2_regularization': 475.76638800765386, 'classifier__learning_rate': 0.0028377315787633454, 'classifier__max_bins': 58, 'classifier__max_leaf_nodes': 142, 'classifier__min_samples_leaf': 90}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,119
127,2.112809658050537,0.062629677428802,0.13810572624206544,0.003356204826187952,0.03456903031319553,0.008259952140014364,197,23,4,"{'classifier__l2_regularization': 0.03456903031319553, 'classifier__learning_rate': 0.008259952140014364, 'classifier__max_bins': 197, 'classifier__max_leaf_nodes': 23, 'classifier__min_samples_leaf': 4}",0.8296710795687184,0.8243243243243243,0.8300573300573301,0.8265083265083265,0.8301938301938302,0.828150978130506,0.002343489462668982,63
128,6.717157459259033,0.31058776612654054,0.17088475227355956,0.008911912357400822,0.04630462422303485,0.005266683458154062,3,126,12,"{'classifier__l2_regularization': 0.04630462422303485, 'classifier__learning_rate': 0.005266683458154062, 'classifier__max_bins': 3, 'classifier__max_leaf_nodes': 126, 'classifier__min_samples_leaf': 12}",0.7683908830353487,0.7738192738192738,0.758940758940759,0.767949767949768,0.7698607698607699,0.7677922907211838,0.004885403932358852,116
129,0.9664839744567871,0.08833073597620268,0.10892066955566407,0.01688784950139504,57.301915152307764,0.01904805204732086,3,4,23,"{'classifier__l2_regularization': 57.301915152307764, 'classifier__learning_rate': 0.01904805204732086, 'classifier__max_bins': 3, 'classifier__max_leaf_nodes': 4, 'classifier__min_samples_leaf': 23}",0.7967790364405622,0.7915642915642915,0.7893802893802894,0.7896532896532896,0.7912912912912913,0.7917336396659448,0.0026663268074098205,98
130,0.3861281394958496,0.0471286478457516,0.06779966354370118,0.003598470734889378,0.00018278447551792356,1.7355528523732224,6,4,1,"{'classifier__l2_regularization': 0.00018278447551792356, 'classifier__learning_rate': 1.7355528523732224, 'classifier__max_bins': 6, 'classifier__max_leaf_nodes': 4, 'classifier__min_samples_leaf': 1}",0.8124744097174833,0.8127218127218128,0.8015288015288016,0.8008463008463008,0.8073983073983074,0.8069939264425413,0.00511211879570304,78
131,0.7679553031921387,0.20219931564127425,0.11881399154663086,0.04252582611045705,0.0010659444762510237,0.4804163591913352,71,5,1,"{'classifier__l2_regularization': 0.0010659444762510237, 'classifier__learning_rate': 0.4804163591913352, 'classifier__max_bins': 71, 'classifier__max_leaf_nodes': 5, 'classifier__min_samples_leaf': 1}",0.8527364542104545,0.8591318591318591,0.852989352989353,0.8546273546273546,0.8572208572208572,0.8553411756359756,0.0024790186818412882,23
132,1.6374218940734864,0.14678843406372172,0.07792649269104004,0.008980498329336763,2.1946455566492795,0.7387323231076324,8,171,3,"{'classifier__l2_regularization': 2.1946455566492795, 'classifier__learning_rate': 0.7387323231076324, 'classifier__max_bins': 8, 'classifier__max_leaf_nodes': 171, 'classifier__min_samples_leaf': 3}",0.8330831172376143,0.8383838383838383,0.8344253344253344,0.8300573300573301,0.8331968331968332,0.8338292906601901,0.0026938313661400287,57
133,0.8861970424652099,0.05549723868616235,0.07810163497924805,0.008100153948852093,0.7726042100098098,2.3000791190538705,17,112,24,"{'classifier__l2_regularization': 0.7726042100098098, 'classifier__learning_rate': 2.3000791190538705, 'classifier__max_bins': 17, 'classifier__max_leaf_nodes': 112, 'classifier__min_samples_leaf': 24}",0.7716664391974888,0.7768222768222768,0.79006279006279,0.7790062790062791,0.6711711711711712,0.7577457912520011,0.043701849697150165,171
134,9.783057641983032,0.31977545699679355,0.2085282325744629,0.01922933117020401,0.002827674555105364,0.029298587425029377,96,235,75,"{'classifier__l2_regularization': 0.002827674555105364, 'classifier__learning_rate': 0.029298587425029377, 'classifier__max_bins': 96, 'classifier__max_leaf_nodes': 235, 'classifier__min_samples_leaf': 75}",0.8553296028388153,0.8632268632268633,0.8644553644553644,0.8558558558558559,0.8600873600873601,0.8597910092928519,0.003715876888492001,10
135,0.6538005352020264,0.0278799628267416,0.07619824409484863,0.006855240642129531,2.449414165080217,1.92769935499043,12,69,79,"{'classifier__l2_regularization': 2.449414165080217, 'classifier__learning_rate': 1.92769935499043, 'classifier__max_bins': 12, 'classifier__max_leaf_nodes': 69, 'classifier__min_samples_leaf': 79}",0.7948682953459806,0.7807807807807807,0.7897897897897898,0.7738192738192738,0.776003276003276,0.7830522831478202,0.00806360745579773,107
136,0.8181894302368165,0.1142933667304628,0.09511585235595703,0.006664063026040557,3.739196106683825e-06,0.31752684079840476,2,7,82,"{'classifier__l2_regularization': 3.739196106683825e-06, 'classifier__learning_rate': 0.31752684079840476, 'classifier__max_bins': 2, 'classifier__max_leaf_nodes': 7, 'classifier__min_samples_leaf': 82}",0.8066057049269824,0.8018018018018018,0.8020748020748021,0.797979797979798,0.8050778050778051,0.8027079823722378,0.0029794666950242812,83
137,11.856892728805542,1.0470964461032353,0.18671789169311523,0.015652095746950357,0.001407199785129507,0.001150564381814066,215,212,7,"{'classifier__l2_regularization': 0.001407199785129507, 'classifier__learning_rate': 0.001150564381814066, 'classifier__max_bins': 215, 'classifier__max_leaf_nodes': 212, 'classifier__min_samples_leaf': 7}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,119
138,2.296282243728638,0.29857274528923006,0.10500335693359375,0.01671059072350434,0.0008819102378908099,0.18935338146131983,14,112,35,"{'classifier__l2_regularization': 0.0008819102378908099, 'classifier__learning_rate': 0.18935338146131983, 'classifier__max_bins': 14, 'classifier__max_leaf_nodes': 112, 'classifier__min_samples_leaf': 35}",0.8459123788726628,0.8457548457548457,0.8434343434343434,0.8426153426153427,0.8464373464373465,0.8448308514229081,0.001514133892359992,47
139,0.514519214630127,0.04906902216956959,0.09020919799804687,0.013742944737178742,0.10765005758191448,5.346911229615812,129,45,1,"{'classifier__l2_regularization': 0.10765005758191448, 'classifier__learning_rate': 5.346911229615812, 'classifier__max_bins': 129, 'classifier__max_leaf_nodes': 45, 'classifier__min_samples_leaf': 1}",0.7873618124744097,0.6369096369096369,0.7705432705432705,0.7343707343707344,0.7585312585312586,0.737543342565862,0.05319506737278772,176
140,0.4188173770904541,0.004750978468925543,0.08220052719116211,0.00503430238947919,0.028757299343757193,1.301448953424827,34,15,8,"{'classifier__l2_regularization': 0.028757299343757193, 'classifier__learning_rate': 1.301448953424827, 'classifier__max_bins': 34, 'classifier__max_leaf_nodes': 15, 'classifier__min_samples_leaf': 8}",0.838269414494336,0.8426153426153427,0.8407043407043407,0.84002184002184,0.8381108381108381,0.8399443551893395,0.0016664313319834962,51
141,0.3258024215698242,0.01730957623289952,0.07139496803283692,0.00747875534056887,1.045717086032698e-06,6.182350930275339,13,2,1,"{'classifier__l2_regularization': 1.045717086032698e-06, 'classifier__learning_rate': 6.182350930275339, 'classifier__max_bins': 13, 'classifier__max_leaf_nodes': 2, 'classifier__min_samples_leaf': 1}",0.2845639415859151,0.2798252798252798,0.27559377559377557,0.28883428883428885,0.28856128856128854,0.2834757148801096,0.005122738620217165,200
142,0.5977253913879395,0.01564329748102792,0.0784609317779541,0.006033475649564186,2.9402434903390042e-05,2.4612855787576025,2,76,30,"{'classifier__l2_regularization': 2.9402434903390042e-05, 'classifier__learning_rate': 2.4612855787576025, 'classifier__max_bins': 2, 'classifier__max_leaf_nodes': 76, 'classifier__min_samples_leaf': 30}",0.6200354851917566,0.7043407043407044,0.7544362544362544,0.605924105924106,0.7522522522522522,0.6873977604290147,0.06350269386463715,184
143,0.7648634433746337,0.06293340277991408,0.07319793701171876,0.004355848699297865,0.151649722821775,7.177773306727121,6,254,1,"{'classifier__l2_regularization': 0.151649722821775, 'classifier__learning_rate': 7.177773306727121, 'classifier__max_bins': 6, 'classifier__max_leaf_nodes': 254, 'classifier__min_samples_leaf': 1}",0.7238979118329466,0.7343707343707344,0.7443352443352443,0.752934752934753,0.7518427518427518,0.7414762790632861,0.011012918084134465,174
144,0.994002103805542,0.04580746135329525,0.11900196075439454,0.007484697379036821,2.6472444047090615,0.019851384342235875,92,4,51,"{'classifier__l2_regularization': 2.6472444047090615, 'classifier__learning_rate': 0.019851384342235875, 'classifier__max_bins': 92, 'classifier__max_leaf_nodes': 4, 'classifier__min_samples_leaf': 51}",0.817660706974205,0.8125853125853126,0.8153153153153153,0.8132678132678133,0.814086814086814,0.8145831924458922,0.0017874695724796473,69
145,0.826929235458374,0.06573321500859057,0.10219845771789551,0.0037105985076079312,0.4809076338702436,0.0012979770757676923,33,2,5,"{'classifier__l2_regularization': 0.4809076338702436, 'classifier__learning_rate': 0.0012979770757676923, 'classifier__max_bins': 33, 'classifier__max_leaf_nodes': 2, 'classifier__min_samples_leaf': 5}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,119
146,0.7676651477813721,0.0077198474919099955,0.10520048141479492,0.0035440080977884106,0.0025978037471282764,0.017933747208306646,2,2,2,"{'classifier__l2_regularization': 0.0025978037471282764, 'classifier__learning_rate': 0.017933747208306646, 'classifier__max_bins': 2, 'classifier__max_leaf_nodes': 2, 'classifier__min_samples_leaf': 2}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,119
147,3.810013008117676,0.2853951163472026,0.1583986759185791,0.00906786908171469,0.001593828851281321,0.01944830458662164,146,60,7,"{'classifier__l2_regularization': 0.001593828851281321, 'classifier__learning_rate': 0.01944830458662164, 'classifier__max_bins': 146, 'classifier__max_leaf_nodes': 60, 'classifier__min_samples_leaf': 7}",0.8633820117374096,0.8678678678678678,0.8688233688233689,0.8630903630903631,0.8660933660933661,0.8658513955224751,0.002309913078332386,6
148,1.8291418075561523,0.22107694398359315,0.13639912605285645,0.009811492378098634,933.3695848222726,0.0016082351892032234,2,175,39,"{'classifier__l2_regularization': 933.3695848222726, 'classifier__learning_rate': 0.0016082351892032234, 'classifier__max_bins': 2, 'classifier__max_leaf_nodes': 175, 'classifier__min_samples_leaf': 39}",0.7589736590691961,0.758940758940759,0.758940758940759,0.758940758940759,0.758940758940759,0.7589473389664464,1.316005137486087e-05,119
